#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  11340      2.04e+00    1.77e+00      4.15e-03    1.38e-03      1.66e-01    1.44e-01    1.5e-04
  11394      1.86e+00    1.35e+00      1.62e-02    8.24e-03      1.51e-01    1.10e-01    1.5e-04
  11448      1.80e+00    1.38e+00      2.84e-03    8.05e-03      1.47e-01    1.12e-01    1.5e-04
  11502      1.96e+00    1.38e+00      2.50e-03    1.28e-02      1.59e-01    1.12e-01    1.5e-04
  11556      2.60e+00    2.04e+00      2.26e-04    2.01e-03      2.12e-01    1.66e-01    1.5e-04
  11610      2.01e+00    1.81e+00      2.26e-02    1.73e-02      1.63e-01    1.46e-01    1.5e-04
  11664      1.46e+00    1.42e+00      1.76e-02    2.06e-03      1.18e-01    1.15e-01    1.5e-04
  11718      1.87e+00    1.88e+00      5.34e-03    1.42e-03      1.52e-01    1.54e-01    1.5e-04
  11772      1.86e+00    1.81e+00      2.89e-03    6.16e-03      1.52e-01    1.48e-01    1.5e-04
  11826      1.45e+00    1.46e+00      1.09e-02    4.01e-03      1.18e-01    1.19e-01    1.5e-04
  11880      1.89e+00    1.35e+00      5.79e-03    1.27e-02      1.54e-01    1.10e-01    1.5e-04
  11934      1.60e+00    1.89e+00      1.02e-02    2.01e-03      1.30e-01    1.54e-01    1.5e-04
  11988      1.71e+00    1.30e+00      1.50e-02    6.27e-03      1.39e-01    1.06e-01    1.5e-04
  12042      1.70e+00    1.91e+00      1.61e-02    1.46e-02      1.38e-01    1.55e-01    1.5e-04
  12096      2.09e+00    2.11e+00      3.99e-03    4.71e-03      1.70e-01    1.72e-01    1.5e-04
  12150      2.25e+00    2.09e+00      3.68e-02    3.62e-02      1.82e-01    1.68e-01    1.5e-04
  12204      1.65e+00    1.36e+00      9.85e-03    1.59e-02      1.34e-01    1.10e-01    1.5e-04
  12258      1.81e+00    1.91e+00      7.03e-03    8.45e-03      1.47e-01    1.55e-01    1.5e-04
  12312      1.87e+00    1.75e+00      5.83e-03    4.97e-03      1.52e-01    1.43e-01    1.5e-04
  12366      1.93e+00    1.95e+00      6.24e-03    5.41e-03      1.57e-01    1.59e-01    1.5e-04
  12420      1.62e+00    1.89e+00      2.51e-02    2.42e-02      1.31e-01    1.51e-01    1.5e-04
  12474      2.24e+00    1.96e+00      9.25e-03    9.25e-03      1.82e-01    1.59e-01    1.5e-04
  12528      2.04e+00    1.93e+00      2.42e-03    2.14e-03      1.66e-01    1.57e-01    1.5e-04
  12582      1.75e+00    1.33e+00      7.06e-03    1.17e-02      1.42e-01    1.08e-01    1.5e-04
  12636      1.51e+00    1.90e+00      1.40e-03    4.92e-03      1.23e-01    1.55e-01    1.5e-04
  12690      1.83e+00    1.81e+00      2.60e-03    3.77e-03      1.49e-01    1.48e-01    1.5e-04
  12744      2.40e+00    1.80e+00      8.03e-03    1.02e-02      1.96e-01    1.47e-01    1.5e-04
  12798      1.87e+00    1.92e+00      2.84e-02    3.02e-02      1.51e-01    1.55e-01    1.5e-04
  12852      1.74e+00    1.34e+00      1.65e-02    1.23e-02      1.41e-01    1.09e-01    1.5e-04
  12906      1.84e+00    2.08e+00      7.37e-04    2.39e-03      1.50e-01    1.70e-01    1.5e-04
  12960      1.80e+00    1.83e+00      9.30e-03    8.73e-03      1.46e-01    1.49e-01    1.5e-04
  13014      2.41e+00    2.02e+00      8.44e-03    8.81e-03      1.96e-01    1.65e-01    1.5e-04
  13068      1.61e+00    1.32e+00      3.48e-02    1.14e-02      1.29e-01    1.07e-01    1.5e-04
  13122      2.01e+00    1.38e+00      1.32e-02    4.12e-02      1.64e-01    1.10e-01    1.5e-04
  13176      2.26e+00    1.83e+00      5.34e-04    1.17e-03      1.85e-01    1.49e-01    1.5e-04
  13230      1.67e+00    1.91e+00      7.82e-03    6.63e-03      1.36e-01    1.55e-01    1.5e-04
  13284      1.87e+00    1.96e+00      7.25e-03    8.47e-03      1.52e-01    1.60e-01    1.5e-04
  13338      2.10e+00    2.14e+00      1.13e-02    1.28e-02      1.71e-01    1.74e-01    1.5e-04
  13392      1.94e+00    1.80e+00      1.32e-02    1.14e-02      1.57e-01    1.47e-01    1.5e-04
  13446      1.64e+00    2.08e+00      2.38e-02    2.68e-02      1.33e-01    1.68e-01    1.5e-04
  13500      1.44e+00    1.88e+00      1.38e-03    2.63e-03      1.17e-01    1.54e-01    1.5e-04
  13554      2.17e+00    1.84e+00      4.21e-02    3.75e-02      1.74e-01    1.48e-01    1.5e-04
  13608      1.91e+00    1.33e+00      1.46e-03    3.11e-03      1.55e-01    1.08e-01    1.5e-04
  13662      1.72e+00    1.85e+00      1.99e-03    5.19e-03      1.40e-01    1.51e-01    1.5e-04
  13716      1.64e+00    2.02e+00      1.03e-03    2.45e-03      1.34e-01    1.65e-01    1.5e-04
  13770      1.72e+00    1.33e+00      1.57e-03    2.28e-02      1.40e-01    1.08e-01    1.5e-04
  13824      1.81e+00    2.09e+00      2.45e-02    2.43e-02      1.46e-01    1.69e-01    1.5e-04
  13878      1.93e+00    1.81e+00      2.27e-02    1.93e-02      1.57e-01    1.47e-01    1.5e-04
  13932      1.87e+00    1.74e+00      1.66e-02    1.42e-02      1.52e-01    1.41e-01    1.5e-04
  13986      1.96e+00    1.33e+00      7.86e-03    4.75e-03      1.60e-01    1.08e-01    1.5e-04
